ST,BT,AD,JS,Annual precipitation,Average annual temp range,Freezing index,Compressive strength,Elastic modulus,Density of concrete,Modulus of rupture,Tensile strength,Age,LC for 100 m length
8,6,4849,4.618181818,315.8999939,16.39999962,0,5498,5125000,148.1999969,740.4,518,11,14.50131259
8,6,4790,4.618181818,308.6000061,18.29999924,0,5498,5125000,148.1999969,740.4,518,14,20.93175891
8,6,5068,4.618181818,179.1999969,17.70000076,0,5498,5125000,148.1999969,740.4,518,15,29.33070854
11.4,5.8,4790,4.618181818,308.6000061,18.29999924,0,3530,4210000,146.8000031,740.4,356.6666667,14,1.50918632
11.4,5.8,5068,4.618181818,179.1999969,17.70000076,0,3530,4210000,146.8000031,740.4,356.6666667,15,2.034120672
8.2,6,3850,4.618181818,247.3000031,17.20000076,0,4167.5,4900000,149,740.4,459,2,0.393700803
8.2,6,4088,4.618181818,212.6999969,17.60000038,0,4167.5,4900000,149,740.4,459,3,1.049868782
8.2,6,4183,4.618181818,290.2999878,17.39999962,0,4167.5,4900000,149,740.4,459,4,1.83727031
8.2,6,4431,4.618181818,150.3000031,17.5,0,4167.5,4900000,149,740.4,459,7,12.99212548
8.2,6,4960,4.618181818,157.3999939,17.5,0,4167.5,4900000,149,740.4,459,8,23.42519633
8.2,6,4754,4.618181818,260.1000061,17.5,0,4167.5,4900000,149,740.4,459,9,27.42782251
8.2,6,4785,4.618181818,429.5,16.70000076,0,4167.5,4900000,149,740.4,459,10,30.44619523
8.2,6,4770,4.618181818,261.2000122,17.60000038,0,4167.5,4900000,149,740.4,459,12,42.78215101
8.3,6,4849,4.618181818,315.8999939,16.39999962,0,4175,5235000,146.5,740.4,535,11,17.84776922
11.4,5.8,4849,4.618181818,315.8999939,16.39999962,0,3530,4210000,146.8000031,740.4,356.6666667,11,1.246719144
8.2,6,4849,4.618181818,315.8999939,16.39999962,0,4167.5,4900000,149,740.4,459,11,41.40419847
8,6,4770,4.618181818,261.2000122,17.60000038,0,5498,5125000,148.1999969,740.4,518,12,17.91338533
11.4,5.8,4770,4.618181818,261.2000122,17.60000038,0,3530,4210000,146.8000031,740.4,356.6666667,12,1.115485596
8.2,6,4790,4.618181818,308.6000061,18.29999924,0,4167.5,4900000,149,740.4,459,14,44.68503946
8,5.9,4960,4.618181818,157.3999939,17.5,0,4888.75,4021666.667,144.7777812,740.4,477,8,0.131233598
8,5.9,4754,4.618181818,260.1000061,17.5,0,4888.75,4021666.667,144.7777812,740.4,477,9,1.377952693
8,5.9,4785,4.618181818,429.5,16.70000076,0,4888.75,4021666.667,144.7777812,740.4,477,10,3.67454062
8,5.9,4849,4.618181818,315.8999939,16.39999962,0,4888.75,4021666.667,144.7777812,740.4,477,11,4.002624609
8,5.9,4770,4.618181818,261.2000122,17.60000038,0,4888.75,4021666.667,144.7777812,740.4,477,12,6.036745438
8,5.9,4790,4.618181818,308.6000061,18.29999924,0,4888.75,4021666.667,144.7777812,740.4,477,14,6.167978909
8,5.9,5068,4.618181818,179.1999969,17.70000076,0,4888.75,4021666.667,144.7777812,740.4,477,15,11.54855668
11,6.2,4431,4.618181818,150.3000031,17.5,0,3496.666667,4870000,147.6000061,740.4,403.6666667,7,1.50918632
11,6.2,4960,4.618181818,157.3999939,17.5,0,3496.666667,4870000,147.6000061,740.4,403.6666667,8,1.50918632
11,6.2,4754,4.618181818,260.1000061,17.5,0,3496.666667,4870000,147.6000061,740.4,403.6666667,9,1.706036683
11,6.2,4785,4.618181818,429.5,16.70000076,0,3496.666667,4870000,147.6000061,740.4,403.6666667,10,2.88713917
11,6.2,4849,4.618181818,315.8999939,16.39999962,0,3496.666667,4870000,147.6000061,740.4,403.6666667,11,3.149606346
11,6.2,4770,4.618181818,261.2000122,17.60000038,0,3496.666667,4870000,147.6000061,740.4,403.6666667,12,4.133858393
11,6.2,4790,4.618181818,308.6000061,18.29999924,0,3496.666667,4870000,147.6000061,740.4,403.6666667,14,2.559055181
11,6.2,5068,4.618181818,179.1999969,17.70000076,0,3496.666667,4870000,147.6000061,740.4,403.6666667,15,4.396325491
10.7,6.6,3850,4.618181818,247.3000031,17.20000076,0,5850,5425000,148.5,740.4,523.5,2,18.96325434
10.7,6.6,4088,4.618181818,212.6999969,17.60000038,0,5850,5425000,148.5,740.4,523.5,3,25.19685139
10.7,6.6,4183,4.618181818,290.2999878,17.39999962,0,5850,5425000,148.5,740.4,523.5,4,21.7191591
10.7,6.6,4431,4.618181818,150.3000031,17.5,0,5850,5425000,148.5,740.4,523.5,7,27.49343932
10.7,6.6,4960,4.618181818,157.3999939,17.5,0,5850,5425000,148.5,740.4,523.5,8,30.44619523
10.7,6.6,4754,4.618181818,260.1000061,17.5,0,5850,5425000,148.5,740.4,523.5,9,33.33333283
10.7,6.6,4785,4.618181818,429.5,16.70000076,0,5850,5425000,148.5,740.4,523.5,10,35.30183677
10.7,6.6,4849,4.618181818,315.8999939,16.39999962,0,5850,5425000,148.5,740.4,523.5,11,37.5328089
10.7,6.6,4770,4.618181818,261.2000122,17.60000038,0,5850,5425000,148.5,740.4,523.5,12,30.77427718
10.7,6.6,4790,4.618181818,308.6000061,18.29999924,0,5850,5425000,148.5,740.4,523.5,14,31.95538108
10.7,6.6,5068,4.618181818,179.1999969,17.70000076,0,5850,5425000,148.5,740.4,523.5,15,33.66141635
8.4,3.6,4754,4.618181818,260.1000061,17.5,0,3640,4485000,149.6999969,740.4,403,9,0.918635155
8.4,3.6,4785,4.618181818,429.5,16.70000076,0,3640,4485000,149.6999969,740.4,403,10,0.918635155
8.4,3.6,4849,4.618181818,315.8999939,16.39999962,0,3640,4485000,149.6999969,740.4,403,11,0.984251969
8.4,3.6,4770,4.618181818,261.2000122,17.60000038,0,3640,4485000,149.6999969,740.4,403,12,0.984251969
8.4,3.6,4790,4.618181818,308.6000061,18.29999924,0,3640,4485000,149.6999969,740.4,403,14,0.984251969
8.4,3.6,5068,4.618181818,179.1999969,17.70000076,0,3640,4485000,149.6999969,740.4,403,15,1.312335958
8,3.7,2295,4.7625,1537.900024,10.10000038,38,5556,4207644,141.75,740.4,751.5,19,4.658792588
8,3.7,2569,4.7625,1906.400024,9.100000381,81,5556,4207644,141.75,740.4,751.5,21,5.249343832
8,3.7,2720,4.7625,891.7000122,9.699999809,28,5556,4207644,141.75,740.4,751.5,22,3.805774169
8,3.7,2761,4.7625,1182.199951,10,15,5556,4207644,141.75,740.4,751.5,23,4.855643107
8,3.7,2678,4.7625,1162.900024,10.30000019,53,5556,4207644,141.75,740.4,751.5,24,13.64829409
8,3.7,2863,4.7625,1172.900024,10.19999981,55,5556,4207644,141.75,740.4,751.5,25,8.727034246
8,3.7,2967,4.7625,1093.400024,10.60000038,20,5556,4207644,141.75,740.4,751.5,26,5.905511811
8,3.7,3217,4.7625,1163.199951,10.19999981,30,5556,4207644,141.75,740.4,751.5,27,10.17060383
8,5.1,2295,4.533333333,1537.900024,10.10000038,38,9066.666667,4207644,141.75,740.4,569.36,19,6.764705742
8.3,6.3,1000,4.482352941,157.3999939,17.5,0,3904,4580000,144.3499985,740.4,377,9,1.640419948
8.3,6.3,25,4.482352941,260.1000061,17.5,0,3904,4580000,144.3499985,740.4,377,10,1.50918632
8.3,6.3,1000,4.482352941,315.8999939,16.39999962,0,3904,4580000,144.3499985,740.4,377,12,1.574803212
8.3,6.3,1000,4.482352941,261.2000122,17.60000038,0,3904,4580000,144.3499985,740.4,377,13,1.574803212
8.3,6.3,1000,4.482352941,308.6000061,18.29999924,0,3904,4580000,144.3499985,740.4,377,15,1.640419948
8.3,6.3,1000,4.482352941,179.1999969,17.70000076,0,3904,4580000,144.3499985,740.4,377,16,1.640419948
8.3,6.3,1000,4.482352941,400.3999939,18.39999962,0,3904,4580000,144.3499985,740.4,377,17,1.83727031
8.1,3.7,2596,4.618181818,1182.300049,10.80000019,34,5556,2825000,141.75,740.4,698,18,28.08399025
8.1,3.7,2295,4.618181818,1537.900024,10.10000038,38,5556,2825000,141.75,740.4,698,22,19.55380574
8.1,3.7,2569,4.618181818,1906.400024,9.100000381,81,5556,2825000,141.75,740.4,698,24,27.03412061
8.1,3.7,2720,4.618181818,891.7000122,9.699999809,28,5556,2825000,141.75,740.4,698,25,2.296587887
8.1,3.7,2761,4.618181818,1182.199951,10,15,5556,2825000,141.75,740.4,698,26,3.21522316
8.1,3.7,2678,4.618181818,1162.900024,10.30000019,53,5556,2825000,141.75,740.4,698,27,10.89238839
8.1,3.7,2861,4.618181818,1093.400024,10.60000038,20,5556,2825000,141.75,740.4,698,29,15.48556455
8.1,3.7,3217,4.618181818,1163.199951,10.19999981,30,5556,2825000,141.75,740.4,698,30,13.12335958
8.2,6,5068,4.618181818,179.1999969,17.70000076,0,4167.5,4900000,149,740.4,459,15,58.98950137
8.1,3.7,2868,4.618181818,1172.900024,10.19999981,55,5556,2825000,141.75,740.4,698,28,14.895013
8.1,5.4,899,4.916129032,586.2000122,13,11,6445,3050000,141.75,740.4,741.5,38,0.459317577
8.1,5.4,805,4.916129032,295.7999878,14.5,0,6445,3050000,141.75,740.4,741.5,39,0.656167979
8.1,5.4,912,4.916129032,304.8999939,15.30000019,0,6445,3050000,141.75,740.4,741.5,41,0.656167979
8.1,5.4,1249,4.916129032,394.7000122,15.5,0,6445,3050000,141.75,740.4,741.5,42,0.656167979
8.1,5.4,1303,4.916129032,398,15.69999981,0,6445,3050000,141.75,740.4,741.5,43,1.049868782
8.5,3.2,1916,4.7625,990.7000122,16.20000076,0,7150,3925000,141.75,740.4,605,19,2.230971191
8.5,3.2,2523,4.7625,1327.099976,15.89999962,0,7150,3925000,141.75,740.4,605,25,16.33858243
8.5,3.2,2654,4.7625,1147.099976,15.5,0,7150,3925000,141.75,740.4,605,27,8.595800619
8.5,3.2,2770,4.7625,1774.5,16.29999924,0,7150,3925000,141.75,740.4,605,29,7.480315023
8.5,3.2,3145,4.7625,1492.800049,16.10000038,0,7150,3925000,141.75,740.4,605,32,11.54855668
8.8,4.5,5236,4.618181818,563.5,16.79999924,0,7370,3475000,141.75,740.4,737,26,0.787401606
8.8,4.5,4953,4.618181818,307.5,16.60000038,0,7370,3475000,141.75,740.4,737,29,0.590551165
8.8,4.5,4169,4.618181818,555.7000122,16.60000038,0,7370,3475000,141.75,740.4,737,33,0.590551165
8.8,4.5,4335,4.618181818,129.8999939,16.79999924,0,7370,3475000,141.75,740.4,737,34,0.590551165
8.8,4.5,4193,4.618181818,199.6999969,17.60000038,0,7370,3475000,141.75,740.4,737,36,1.246719144
8.8,4.5,5668,4.618181818,518.7000122,17.20000076,0,7370,3475000,141.75,740.4,737,37,3.805774325
8.1,6,441,4.7625,535.5999756,17.20000076,0,6405,3637500,141.75,740.4,732,40,3.608923885
7.6,3.2,1860,4.118918919,1723.599976,9.800000191,112,6470,4237500,141.75,740.4,593.75,37,7.414698288
7.6,3.2,2154,4.118918919,1566.5,9.399999619,119,6470,4237500,141.75,740.4,593.75,38,7.283464504
7.6,3.2,1439,4.118918919,1634.199951,8.800000191,68,6470,4237500,141.75,740.4,593.75,33,1.706036683
8,5.1,2569,4.533333333,1906.400024,9.100000381,81,9066.666667,4207644,141.75,740.4,569.36,21,27.6470591
8,5.1,2720,4.533333333,891.7000122,9.699999809,28,9066.666667,4207644,141.75,740.4,569.36,22,2.941176471
8,5.1,2761,4.533333333,1182.199951,10,15,9066.666667,4207644,141.75,740.4,569.36,23,30.58823557
8,5.1,2967,4.533333333,1093.400024,10.60000038,20,9066.666667,4207644,141.75,740.4,569.36,26,18.97058767
8,5.1,3217,4.533333333,1163.199951,10.19999981,30,9066.666667,4207644,141.75,740.4,569.36,27,19.85294065
8.6,4.4,3926,4.916129032,91.40000153,18.70000076,0,4730,3350000,141.75,740.4,774,28,0.918635155
8.6,4.4,3012,4.916129032,200.5,19,0,4730,3350000,141.75,740.4,774,30,2.755905543
8.6,4.4,2803,4.916129032,271.8999939,18.39999962,0,4730,3350000,141.75,740.4,774,32,2.755905465
8.6,4.4,2969,4.916129032,186.1000061,19.70000076,0,4730,3350000,141.75,740.4,774,33,3.740157512
8.6,4.4,2650,4.916129032,122.0999985,19.10000038,0,4730,3350000,141.75,740.4,774,34,3.740157512
8.6,4.4,2789,4.916129032,168.8999939,19.89999962,0,4730,3350000,141.75,740.4,774,36,3.740157512
8.6,4.4,4249,4.916129032,326.5,19.89999962,0,4730,3350000,141.75,740.4,774,38,4.068241345
8,5.1,2863,4.533333333,1172.900024,10.19999981,55,9066.666667,4207644,141.75,740.4,569.36,25,21.02941205
7.7,3.4,2158,4.618181818,391.5,17.29999924,0,7872.5,4525000,141.75,740.4,690.5,37,84.18635121
7.7,3.4,2916,4.618181818,726.9000244,16.70000076,0,7872.5,4525000,141.75,740.4,690.5,44,70.4068249
7.7,3.4,677,4.618181818,565.2000122,17.60000038,0,7872.5,4525000,141.75,740.4,690.5,47,46.91601112
7.7,3.4,443,4.618181818,382.3999939,17.5,0,7872.5,4525000,141.75,740.4,690.5,49,57.48031709
8.6,5.9,1856,4.618181818,366.3999939,10.80000019,224,4161.666667,3575000,150.25,620,471.6666667,10,0.918635155
8.6,5.9,2453,4.618181818,335.3999939,10.5,208,4161.666667,3575000,150.25,620,471.6666667,11,0.918635155
8.6,5.9,2420,4.618181818,370.7999878,10.89999962,231,4161.666667,3575000,150.25,620,471.6666667,12,1.049868782
8.6,5.9,1323,4.618181818,324.7000122,10.39999962,528,4161.666667,3575000,150.25,620,471.6666667,14,1.771653575
8.6,5.9,1203,4.618181818,341.1000061,10.60000038,218,4161.666667,3575000,150.25,620,471.6666667,17,1.50918632
8.6,5.9,1281,4.618181818,414.2999878,10.10000038,421,4161.666667,3575000,150.25,620,471.6666667,18,2.88713917
8.6,5.9,1359,4.618181818,397.2999878,10,395,4161.666667,3575000,150.25,620,471.6666667,20,3.149606424
8.6,5.9,1524,4.618181818,523.2999878,11,363,4161.666667,3575000,150.25,620,471.6666667,22,4.790026372
8.6,5.9,1645,4.618181818,376.1000061,11.5,206,4161.666667,3575000,150.25,620,471.6666667,24,12.20472435
8.4,5.9,2420,4.618181818,370.7999878,10.89999962,231,6618.333333,4300000,147.2000046,943.3333333,630,12,0.524934391
8.4,5.9,1323,4.618181818,324.7000122,10.39999962,528,6618.333333,4300000,147.2000046,943.3333333,630,14,0.918635155
8.4,5.9,1206,4.618181818,264.1000061,10.10000038,333,6618.333333,4300000,147.2000046,943.3333333,630,15,0.721784793
8.4,5.9,1418,4.618181818,422,10.19999981,419,6618.333333,4300000,147.2000046,943.3333333,630,21,11.94225772
8.4,5.9,1524,4.618181818,523.2999878,11,363,6618.333333,4300000,147.2000046,943.3333333,630,22,31.88976278
8.4,5.9,1645,4.618181818,376.1000061,11.5,206,6618.333333,4300000,147.2000046,943.3333333,630,24,37.07349081
11.9,5.9,1856,4.618181818,366.3999939,10.80000019,224,6610,4400000,150.5999985,898.3333333,551.6666667,10,82.87401587
11.9,5.9,2453,4.618181818,335.3999939,10.5,208,6610,4400000,150.5999985,898.3333333,551.6666667,11,95.47244094
11.9,5.9,2420,4.618181818,370.7999878,10.89999962,231,6610,4400000,150.5999985,898.3333333,551.6666667,12,98.49081265
11.9,5.9,1323,4.618181818,324.7000122,10.39999962,528,6610,4400000,150.5999985,898.3333333,551.6666667,14,106.3648304
11.9,5.9,1206,4.618181818,264.1000061,10.10000038,333,6610,4400000,150.5999985,898.3333333,551.6666667,15,111.0892408
11.9,5.9,1203,4.618181818,341.1000061,10.60000038,218,6610,4400000,150.5999985,898.3333333,551.6666667,17,118.1758511
11.9,5.9,1281,4.618181818,414.2999878,10.10000038,421,6610,4400000,150.5999985,898.3333333,551.6666667,18,116.6010469
11.9,5.9,1359,4.618181818,397.2999878,10,395,6610,4400000,150.5999985,898.3333333,551.6666667,20,124.1469803
11.9,5.9,1524,4.618181818,523.2999878,11,363,6610,4400000,150.5999985,898.3333333,551.6666667,22,130.7086585
11.9,5.9,1645,4.618181818,376.1000061,11.5,206,6610,4400000,150.5999985,898.3333333,551.6666667,24,131.8897625
8.6,6.7,793,4.482352941,344.2000122,9.800000191,403,3428.684211,3114285.714,146.0099983,592.2222222,504.6428571,3,0.656167979
8.6,6.7,786,4.482352941,304.3999939,10.5,239,3428.684211,3114285.714,146.0099983,592.2222222,504.6428571,5,7.677165229
8.6,6.7,821,4.482352941,532.0999756,11,106,3428.684211,3114285.714,146.0099983,592.2222222,504.6428571,6,7.34908124
8.6,6.7,918,4.482352941,339.2000122,10.69999981,220,3428.684211,3114285.714,146.0099983,592.2222222,504.6428571,7,8.661417198
8.6,6.7,1105,4.482352941,442.6000061,10.69999981,255,3428.684211,3114285.714,146.0099983,592.2222222,504.6428571,8,10.76115507
8.6,6.7,1856,4.482352941,366.3999939,10.80000019,224,3428.684211,3114285.714,146.0099983,592.2222222,504.6428571,10,11.94225772
8.6,6.7,2453,4.482352941,335.3999939,10.5,208,3428.684211,3114285.714,146.0099983,592.2222222,504.6428571,11,15.68241507
8.6,6.7,2420,4.482352941,370.7999878,10.89999962,231,3428.684211,3114285.714,146.0099983,592.2222222,504.6428571,12,18.24146994
8.6,6.7,1323,4.482352941,324.7000122,10.39999962,528,3428.684211,3114285.714,146.0099983,592.2222222,504.6428571,14,36.41732315
8.6,6.7,1206,4.482352941,264.1000061,10.10000038,333,3428.684211,3114285.714,146.0099983,592.2222222,504.6428571,15,37.53280796
8.6,6.7,1119,4.482352941,458.2000122,9.899999619,313,3428.684211,3114285.714,146.0099983,592.2222222,504.6428571,16,46.65354293
8.6,5.9,1119,4.618181818,458.2000122,9.899999619,313,4161.666667,3575000,150.25,620,471.6666667,16,1.50918632
11.9,5.9,1119,4.618181818,458.2000122,9.899999619,313,6610,4400000,150.5999985,898.3333333,551.6666667,16,109.6456692
8.6,5.9,1418,4.618181818,422,10.19999981,419,4161.666667,3575000,150.25,620,471.6666667,21,4.790026372
11.9,5.9,1418,4.618181818,422,10.19999981,419,6610,4400000,150.5999985,898.3333333,551.6666667,21,128.0839866
8.6,6.7,1931,4.482352941,233.1000061,10.30000019,294,3428.684211,3114285.714,146.0099983,592.2222222,504.6428571,9,13.84514461
8.6,6.7,1203,4.482352941,341.1000061,10.60000038,218,3428.684211,3114285.714,146.0099983,592.2222222,504.6428571,17,56.69291439
8.6,6.7,1281,4.482352941,414.2999878,10.10000038,421,3428.684211,3114285.714,146.0099983,592.2222222,504.6428571,18,69.75065692
8.6,6.7,1359,4.482352941,397.2999878,10,395,3428.684211,3114285.714,146.0099983,592.2222222,504.6428571,20,85.7611541
8.6,6.7,1418,4.482352941,422,10.19999981,419,3428.684211,3114285.714,146.0099983,592.2222222,504.6428571,21,94.55380602
7.6,6.2,1323,4.618181818,324.7000122,10.39999962,528,6288.333333,4668750,144.5000038,866.6666667,574.95,14,2.952755906
7.6,6.2,1206,4.618181818,264.1000061,10.10000038,333,6288.333333,4668750,144.5000038,866.6666667,574.95,15,2.362204818
7.6,6.2,1119,4.618181818,458.2000122,9.899999619,313,6288.333333,4668750,144.5000038,866.6666667,574.95,16,5.380577303
7.6,6.2,1203,4.618181818,341.1000061,10.60000038,218,6288.333333,4668750,144.5000038,866.6666667,574.95,17,5.971128546
7.6,6.2,1281,4.618181818,414.2999878,10.10000038,421,6288.333333,4668750,144.5000038,866.6666667,574.95,18,6.167978948
7.6,6.2,1359,4.618181818,397.2999878,10,395,6288.333333,4668750,144.5000038,866.6666667,574.95,20,6.233595742
7.6,6.2,1418,4.618181818,422,10.19999981,419,6288.333333,4668750,144.5000038,866.6666667,574.95,21,22.30971097
7.6,6.2,1524,4.618181818,523.2999878,11,363,6288.333333,4668750,144.5000038,866.6666667,574.95,22,28.60892351
7.6,6.2,1645,4.618181818,376.1000061,11.5,206,6288.333333,4668750,144.5000038,866.6666667,574.95,24,35.36745444
9.9,6.1,1418,4.618181818,422,10.19999981,419,3682.5,3425000,143.6000061,603.3333333,432.1,21,0.196850402
9.9,6.1,1524,4.618181818,523.2999878,11,363,3682.5,3425000,143.6000061,603.3333333,432.1,22,0.393700803
9.9,6.1,1645,4.618181818,376.1000061,11.5,206,3682.5,3425000,143.6000061,603.3333333,432.1,24,0.393700803
8.3,3.8,786,4.482352941,304.3999939,10.5,239,3173.333333,4075000,147.0500031,521.6666667,512.2222222,5,0.853018341
8.3,3.8,918,4.482352941,339.2000122,10.69999981,220,3173.333333,4075000,147.0500031,521.6666667,512.2222222,7,2.099737564
8.3,3.8,1524,4.482352941,523.2999878,11,363,3173.333333,4075000,147.0500031,521.6666667,512.2222222,22,0.524934391
8.3,3.8,1645,4.482352941,376.1000061,11.5,206,3173.333333,4075000,147.0500031,521.6666667,512.2222222,24,0.524934391
8.5,4.5,821,4.482352941,532.0999756,11,106,6511.578947,4612500,150.5199982,970,658.7222222,6,0.721784793
8.5,4.5,918,4.482352941,339.2000122,10.69999981,220,6511.578947,4612500,150.5199982,970,658.7222222,7,0.853018341
8.5,4.5,1856,4.482352941,366.3999939,10.80000019,224,6511.578947,4612500,150.5199982,970,658.7222222,10,0.32808399
8.5,4.5,1206,4.482352941,264.1000061,10.10000038,333,6511.578947,4612500,150.5199982,970,658.7222222,15,0.918635155
8.5,4.5,1524,4.482352941,523.2999878,11,363,6511.578947,4612500,150.5199982,970,658.7222222,22,1.049868782
8.5,4.5,1645,4.482352941,376.1000061,11.5,206,6511.578947,4612500,150.5199982,970,658.7222222,24,2.230971191
11.6,4.6,1524,4.482352941,523.2999878,11,363,6392.222222,4466666.667,146.7499962,855,630,22,0.196850402
11.6,4.6,1645,4.482352941,376.1000061,11.5,206,6392.222222,4466666.667,146.7499962,855,630,24,0.196850402
8.9,6.5,60,4.482352941,232.3000031,10.30000019,290,3472.5,3150000,143.4249992,560,432,8,2.755905387
8.9,6.5,66,4.482352941,369.1000061,10.80000019,221,3472.5,3150000,143.4249992,560,432,9,5.052493313
8.9,6.5,72,4.482352941,337.2999878,10.5,207,3472.5,3150000,143.4249992,560,432,10,5.708661292
8.9,6.5,80,4.482352941,371.2000122,10.89999962,230,3472.5,3150000,143.4249992,560,432,11,6.430446085
8.9,6.5,100,4.482352941,326.5,10.39999962,523,3472.5,3150000,143.4249992,560,432,13,6.627296447
8.9,6.5,1840,4.482352941,264.2000122,10.10000038,330,3472.5,3150000,143.4249992,560,432,14,8.267716473
8.9,6.5,187,4.482352941,458.2999878,10,311,3472.5,3150000,143.4249992,560,432,15,8.333333208
8.9,6.5,260,4.482352941,340.5,10.60000038,216,3472.5,3150000,143.4249992,560,432,16,9.251968441
8.9,6.5,362,4.482352941,413.8999939,10.10000038,419,3472.5,3150000,143.4249992,560,432,17,9.973753156
8.9,6.5,701,4.482352941,402.1000061,10,392,3472.5,3150000,143.4249992,560,432,19,9.973753156
8.9,6.5,976,4.482352941,425.5,10.19999981,415,3472.5,3150000,143.4249992,560,432,20,10.03936989
8.9,6.5,1357,4.482352941,524.9000244,11,358,3472.5,3150000,143.4249992,560,432,21,10.69553787
8.9,6.5,2627,4.482352941,373.2999878,11.5,204,3472.5,3150000,143.4249992,560,432,23,13.91076103
8.6,4.5,1269,4.916129032,271.1000061,9.600000381,445,5556,4650000,141.75,740.4,748,30,1.640419948
8.6,4.5,1396,4.916129032,365.2999878,8.300000191,448,5556,4650000,141.75,740.4,748,32,4.986876578
8.6,4.5,1463,4.916129032,276.7999878,8.699999809,358,5556,4650000,141.75,740.4,748,33,6.036745282
8.6,4.5,1534,4.916129032,434.5,8.300000191,394,5556,4650000,141.75,740.4,748,34,10.03937009
8.6,4.5,1687,4.916129032,342.2000122,7.199999809,684,5556,4650000,141.75,740.4,748,36,16.40419979
8.6,4.5,1854,4.916129032,451.7000122,8.399999619,370,5556,4650000,141.75,740.4,748,38,26.18110289
10.7,15.3,1567,4.118918919,522.0999756,11.10000038,88,7775,4000000,141.75,740.4,610.5,11,5.64304487
10.7,15.3,2010,4.118918919,215.6000061,10.5,252,7775,4000000,141.75,740.4,610.5,14,5.64304487
10.7,15.3,2152,4.118918919,407.5,10.5,199,7775,4000000,141.75,740.4,610.5,16,5.577427822
10.7,15.3,2364,4.118918919,390.6000061,10.5,437,7775,4000000,141.75,740.4,610.5,19,5.577427822
10.7,15.3,2506,4.118918919,455.5,10,277,7775,4000000,141.75,740.4,610.5,21,5.118110361
10.7,15.3,2577,4.118918919,323.5,10.80000019,172,7775,4000000,141.75,740.4,610.5,22,5.118110361
10.7,15.3,2648,4.118918919,433.2000122,10.80000019,327,7775,4000000,141.75,740.4,610.5,23,5.577427822
10.7,15.3,2790,4.118918919,485.8999939,10,363,7775,4000000,141.75,740.4,610.5,25,5.577427822
10.7,15.3,2932,4.118918919,539.7999878,11.10000038,307,7775,4000000,141.75,740.4,610.5,27,5.577427822
8.8,6.5,699,4.482352941,1089.199951,14.10000038,152,6683.75,4710000,142.8000031,1076.666667,566.1428571,19,0.984251969
11.7,6.1,686,4.618181818,1427.800049,13,120,4492.5,4310000,139.1000061,740.4,617.5,13,1.968503937
11.7,6.1,603,4.618181818,1044,14.69999981,60,4492.5,4310000,139.1000061,740.4,617.5,15,2.034120672
11.7,6.1,630,4.618181818,887.7000122,14.89999962,11,4492.5,4310000,139.1000061,740.4,617.5,16,2.165354299
11.7,6.1,699,4.618181818,1089.199951,14.10000038,152,4492.5,4310000,139.1000061,740.4,617.5,19,1.968503937
9.2,5.5,467,3.242553191,1203.099976,12.89999962,145,3123.157895,1950000,136.4000026,883.3333333,440.3636364,4,3.937007874
9.2,5.5,525,3.242553191,1266.900024,14.19999981,30,3123.157895,1950000,136.4000026,883.3333333,440.3636364,6,0.590551165
9.2,5.5,556,3.242553191,1474.199951,12.80000019,129,3123.157895,1950000,136.4000026,883.3333333,440.3636364,7,0.590551165
9.2,5.5,589,3.242553191,1055.199951,13.19999981,144,3123.157895,1950000,136.4000026,883.3333333,440.3636364,8,0.590551165
9.2,5.5,625,3.242553191,1232.199951,13.30000019,120,3123.157895,1950000,136.4000026,883.3333333,440.3636364,9,2.493438367
9.2,5.5,686,3.242553191,1427.800049,13,120,3123.157895,1950000,136.4000026,883.3333333,440.3636364,13,2.493438367
9.2,5.5,603,3.242553191,1044,14.69999981,60,3123.157895,1950000,136.4000026,883.3333333,440.3636364,15,2.690288651
9.2,5.5,630,3.242553191,887.7000122,14.89999962,11,3123.157895,1950000,136.4000026,883.3333333,440.3636364,16,3.34645663
9.2,5.5,699,3.242553191,1089.199951,14.10000038,152,3123.157895,1950000,136.4000026,883.3333333,440.3636364,19,3.083989533
11.3,6.9,388,4.482352941,1464.5,12.80000019,144,2553.4,3092000,134.6000061,626.6666667,435.3333333,0,17.19160155
11.3,6.9,392,4.482352941,1163.099976,13.5,52,2553.4,3092000,134.6000061,626.6666667,435.3333333,1,29.26509211
11.3,6.9,440,4.482352941,1190.099976,13.80000019,59,2553.4,3092000,134.6000061,626.6666667,435.3333333,3,30.18372641
11.3,6.9,467,4.482352941,1203.099976,12.89999962,145,2553.4,3092000,134.6000061,626.6666667,435.3333333,4,29.52755906
11.3,6.9,495,4.482352941,1028.900024,13.60000038,45,2553.4,3092000,134.6000061,626.6666667,435.3333333,5,24.40944869
11.3,6.9,525,4.482352941,1266.900024,14.19999981,30,2553.4,3092000,134.6000061,626.6666667,435.3333333,6,28.67454118
11.3,6.9,556,4.482352941,1474.199951,12.80000019,129,2553.4,3092000,134.6000061,626.6666667,435.3333333,7,31.75853111
11.3,6.9,589,4.482352941,1055.199951,13.19999981,144,2553.4,3092000,134.6000061,626.6666667,435.3333333,8,67.06036733
11.3,6.9,625,4.482352941,1232.199951,13.30000019,120,2553.4,3092000,134.6000061,626.6666667,435.3333333,9,30.1181103
11.3,6.9,686,4.482352941,1427.800049,13,120,2553.4,3092000,134.6000061,626.6666667,435.3333333,13,26.90288714
